,courseid,name,companyid,serialid,creditvalue,exam,publishdate,tags,visit,study,warenum,type,duration,page,label
2973,9044,面对巨人,179,5,2.0,1,2018/4/16 0:00,"2018,课级,影视赏析",394,126,1.0,mp4,6670.0,0.0,0
2974,11585,新入职培训课程,396,7,1.5,0,2018/12/5 13:37,"企业介绍,电视基础知识介绍,产品介绍",248,126,1.0,pdf,0.0,79.0,0
2975,7198,面向对象程序设计,2,4,18.0,0,2017/12/14 0:00,"派生类,面象对象,C++程序设计,多态性,继承性,封装性",1706,125,23.0,mp4,3882.0,0.0,0
2976,9186,WL006车辆日常管理机制2.0_曾科,2,7,0.5,0,2018/4/28 0:00,车辆管理,1496,125,1.0,pdf,0.0,24.0,0
2977,12439,A 教导有方，轻松上岗 （拟晋升班线长）,179,1,1.0,1,2019/5/24 18:51,"工作教导,四阶段法",1333,125,1.0,mp4,2036.0,0.0,0
2978,10206,6.3 Fuzzy Logic,2,3,0.5,0,2018/7/5 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",785,125,1.0,mp4,780.0,0.0,0
2979,12135,展翼计划-问题分析与解决技巧,179,1,1.0,0,2019/4/12 0:00,现场问题解决技巧,570,125,1.0,pdf,0.0,37.0,0
2980,9349,交际、差旅结报操作手册,115,9,0.0,1,2018/5/7 0:00,"交际,差旅,结报",559,125,1.0,pdf,0.0,9.0,0
2981,13494,《Excel 2010系列视频教程》,179,3,36.0,0,2019/11/21 9:38,Excel,518,125,24.0,mp4,4264.0,0.0,0
2982,11727,ESD静电防护知识,294,2,0.5,0,2019/1/2 15:51,ESD静电防护知识,399,125,1.0,mp4,1025.0,0.0,0
2983,11501,平语近人第七集,276,9,1.0,0,2018/11/21 0:00,学习进行时,311,125,1.0,mp4,2459.0,0.0,0
2984,12997,《管制区建置与作业规范》,276,9,0.0,1,2019/8/14 9:19,管制区建置,281,125,1.0,pdf,0.0,11.0,0
2985,3717,Clear to build介绍,2,1,1.5,0,2017/8/22 0:00,"CTB,生产计划,报表,生产排配",1546,124,1.0,mp4,3853.0,0.0,0
2986,7348,物流与供应链管理,2,4,5.0,0,2017/12/14 0:00,"物流,企业资源计划",996,124,5.0,mp4,2365.0,0.0,0
2987,1699,排插安全检查指引,2,1,0.0,1,2017/6/6 0:00,"排插安全检查指引,安全,排插安全,安全防护,CNSBG,工安",973,124,1.0,pdf,0.0,10.0,0
2988,4069,高空施工作业安全防护,2,1,0.5,0,2017/8/30 0:00,"高空,施工,安全,作业,防护,措施",792,124,1.0,mp4,797.0,0.0,0
2989,4577,为什么目击证人会出错,2,8,0.5,0,2017/9/11 0:00,"目击证人,犯罪,枪击,司法,人权,TED",704,124,1.0,mp4,1106.0,0.0,0
2990,6235,现代物流JIT模式应用,115,1,0.0,0,2017/10/31 0:00,"供应链,管理技能",582,124,1.0,pdf,0.0,14.0,0
2991,8316,计算机高级语言C,2,9,10.5,0,2018/2/1 0:00,"计算机,编程,函数",570,124,5.0,mp4,6176.0,0.0,0
2992,1080,惠普（HP）ENVY 15-k301TU 15.6英寸 i7-4750HQ 8G 500G 锐炬显卡,2,7,0.0,0,2017/5/27 0:00,"惠普,i7-4750HQ,15-k301TU,HP,显卡",514,124,1.0,pdf,0.0,10.0,0
2993,4153,机动车辆交通安全知识,2,8,0.5,0,2017/8/31 0:00,"交通安全,恪尽职守,习惯,安全警示,安全提示",477,124,1.0,mp4,595.0,0.0,0
2994,13354,双手操作法,2,1,0.0,0,2019/10/11 19:05,"精益生产,动作经济,双手操作法,生产物料",383,124,1.0,mp4,116.0,0.0,0
2995,9248,采购与供应战略,117,5,1.0,1,2018/4/28 0:00,采购与供应战略,334,124,1.0,pdf,0.0,37.0,0
2996,11130,电气安全技术,205,5,0.5,0,2018/9/11 0:00,电气安全技术,865,123,1.0,pdf,0.0,27.0,0
2997,909,富学宝典2.0后台管理使用说明,2,7,0.0,1,2017/5/26 0:00,"电子商务,3C产品知识,富学宝典,10C,知识",544,123,1.0,pdf,0.0,8.0,0
2998,12727,颠倒乾坤,179,1,2.0,1,2019/7/3 16:25,"iDPBG,颠倒乾坤",538,123,1.0,mp4,6983.0,0.0,0
2999,5041,致远,2,5,0.5,0,2017/9/21 0:00,"致远,拓疆,前行,传奇,发展,荣誉",433,123,1.0,mp4,433.0,0.0,0
3000,7015,目标管理那些事,334,5,0.5,0,2017/12/11 0:00,"职场提升,自我管理,时间管理,时间控制,时间分配,时间压力",2232,122,11.0,mp4,369.0,0.0,0
3001,9442,PQAA012-3电容器,2,7,1.0,0,2018/5/12 0:00,电容器,1358,122,1.0,pdf,0.0,50.0,0
3002,7455,初始制图,2,6,0.0,0,2017/12/18 0:00,"初始制图,三维模型,种类,特点,实体模型,图样",1305,122,2.0,mp4,51.0,0.0,0
3003,7089,这三种生产线都没搞懂，智能化生产线更不成,322,1,0.5,0,2017/12/12 0:00,"生产线,动态感知,工装刀具,智能化",771,122,1.0,mp4,1025.0,0.0,0
3004,898,富连网商品提报,2,7,0.0,0,2017/5/26 0:00,"华为,M2,青春,销售,参数",683,122,1.0,pdf,0.0,10.0,0
3005,1485,SMT钢板开孔技术简介,2,2,0.5,0,2017/6/1 0:00,"钢板的作用,钢板的结构,钢板的演变,钢板的制造技术,制造技术的比较",652,122,1.0,pdf,0.0,30.0,0
3006,836,三星J3 pro卖点及主图介绍,2,7,0.0,0,2017/5/26 0:00,"三星,J3 pro,三星J3,pro,J3",587,122,1.0,pdf,0.0,6.0,0
3007,12728,拜金一族,179,1,2.0,1,2019/7/3 16:55,拜金一族,518,122,1.0,mp4,6024.0,0.0,0
3008,10994,标准工时测试评估,179,1,0.5,1,2018/8/25 0:00,"专业技术类,标准工时",503,122,1.0,mp4,1341.0,0.0,0
3009,2960,SMT IC封装基本知识介绍,2,2,0.5,0,2017/7/31 0:00,"SMT IC封装的定义,SMT IC封装的作用,SMT IC封装的分类,SMT IC封装的内容",452,122,1.0,pdf,0.0,22.0,0
3010,13122,无线投屏操作步骤,396,7,0.0,0,2019/9/4 11:29,"无线投屏,操作步骤",207,122,1.0,mp4,72.0,0.0,0
3011,7031,项目沟通与冲突管理,334,5,1.0,1,2017/12/11 0:00,"职场提升,项目管理,项目计划,沟通,项目,项目控制",1997,121,8.0,mp4,375.0,0.0,0
3012,4300,手工具 & 人为失误,2,1,2.0,0,2017/9/5 0:00,"人因工程,重复性作业,工具设计,人为失误",1299,121,1.0,mp4,5831.0,0.0,0
3013,3107,变频调速应用技术,271,2,18.5,1,2017/8/2 0:00,"变频 ,调速技术",1280,121,30.0,mp4,1731.0,0.0,0
3014,5962,趋中定理,2,1,1.0,0,2017/10/23 0:00,"样本形态,正太分布,群体形态,样本平均值,非正态分布,测量系统",1069,121,1.0,mp4,3371.0,0.0,0
3015,3680,紫外可见分光亮度计原理与操作,2,2,0.5,0,2017/8/22 0:00,"师级干部,亮度计,原理,操作,可见光,维护",702,121,1.0,pdf,0.0,18.0,0
3016,6306,团队执行力,115,9,1.0,0,2017/11/2 0:00,管理知识,600,121,1.0,pdf,0.0,36.0,0
3017,9047,叫我第一名,179,5,2.0,1,2018/4/16 0:00,"2018,课级,影视赏析",374,121,1.0,mp4,5755.0,0.0,0
3018,11663,线长角色转变与工作职责,276,1,0.5,0,2018/12/12 14:53,晋升培育,315,121,1.0,pdf,0.0,24.0,0
3019,12999,《CCTV建置与作业管理规范》,276,9,0.0,1,2019/8/14 9:40,CCTV建置,302,121,1.0,pdf,0.0,10.0,0
3020,11502,平语近人第八集,276,9,1.0,0,2018/11/21 0:00,学习进行时,299,121,1.0,mp4,2459.0,0.0,0
3021,11504,平语近人第九集,276,9,1.0,0,2018/11/21 0:00,学习进行时,275,121,1.0,mp4,2459.0,0.0,0
3022,12842,职业生涯规划,537,5,1.0,0,2019/7/17 20:34,2019年成都菁干班集训,229,121,1.0,pdf,0.0,58.0,0
3023,10204,6.2 Autoregressive Moving Average Models,2,3,0.5,0,2018/7/5 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",926,120,1.0,mp4,1058.0,0.0,0
3024,4375,压铸安全事故案例汇总,2,1,0.5,0,2017/9/6 0:00,"工业安全,事故案例,安全意识,安全改善",768,120,1.0,mp4,807.0,0.0,0
3025,942,商品手册-富可视-ING#A05,2,7,0.0,0,2017/5/27 0:00,"富可视,ING#A05,功能全面,硬件,功能",588,120,1.0,pdf,0.0,11.0,0
3026,7603,BEACON总体介绍,138,1,1.5,0,2017/12/29 0:00,"富士康云,工业互联网,工业4.0,BEACON,Beacon",578,120,1.0,mp4,4336.0,0.0,0
3027,5013,租房系列之中介篇,2,8,0.5,0,2017/9/21 0:00,"租房,黑中介,12315,正规房屋,营业资质,可靠度",524,120,1.0,mp4,594.0,0.0,0
3028,11854,生产管理计划详解,179,5,2.0,1,2019/1/24 0:00,"生产,管理,计划",492,120,1.0,mp4,6043.0,0.0,0
3029,12177,《Python数据预处理》,40,3,9.0,0,2019/4/20 13:52,《Python数据预处理》,492,120,4.0,pdf,0.0,19.0,0
3030,10961,ESD知识讲解及静电环佩戴要求,179,1,1.5,1,2018/8/22 0:00,"专业技术类,ESD知识",373,120,1.0,mp4,4885.0,0.0,0
3031,12664,《工业互联网特征降维》,40,3,1.0,0,2019/6/21 17:52,"工业互联网特征降维,特征选取,特征撷取",358,120,1.0,pdf,0.0,38.0,0
3032,6992,专业拓展课 2.模具生产管理,2,6,0.5,0,2017/12/11 0:00,"模具,模具生产,模具测量,模具管理,JIT,5S",957,119,2.0,mp4,1122.0,0.0,0
3033,4174,餐饮HACCP实务运用,2,1,2.0,0,2017/9/1 0:00,"餐饮,HACCP,食品安全,卫生管理,饮食,卫生",881,119,2.0,mp4,2109.0,0.0,0
3034,7487,塑料模具设计与制造,2,6,1.0,0,2017/12/18 0:00,"模具,模具设计,注射模,压缩模,压注模设,挤出机头",826,119,6.0,mp4,73.0,0.0,0
3035,6409,生命里的不凡,2,8,0.5,0,2017/11/9 0:00,"生物科技,生物学,生物黑客,生命,TED",799,119,1.0,mp4,1211.0,0.0,0
3036,4398,大连市建筑施工作业人员安全生产知识宣传教育片,2,1,1.0,0,2017/9/7 0:00,"持证上岗,作业安全,大连工地,工地宿舍安全,安全生产",506,119,1.0,mp4,2265.0,0.0,0
3037,10877,自动化设备的日常保养,179,1,2.5,1,2018/8/18 0:00,"专业技术类,自动化设备保养",444,119,1.0,mp4,7260.0,0.0,0
3038,1642,SMT Process Basic Theory,2,2,0.5,0,2017/6/5 0:00,"SMT,PTH,SMT基本工艺流程,PTH基本工艺流程",404,119,1.0,pdf,0.0,30.0,0
3039,13268,企业供应链物流管理（五）,152,2,0.5,1,2019/9/25 8:12,企业供应链物流管理五,361,119,1.0,mp4,1476.0,0.0,0
3040,9590,成本概况及考核体系,276,1,0.5,0,2018/6/2 0:00,组级主管专训课程,285,119,1.0,pdf,0.0,15.0,0
3041,7038,一页纸项目管理,334,5,2.0,1,2017/12/11 0:00,"职场提升,项目管理,项目计划,一页纸,项目,项目控制",1757,118,4.0,mp4,515.0,0.0,0
3042,9439,PQAA012-2晶闸管,2,7,0.5,0,2018/5/12 0:00,2晶闸管,1251,118,1.0,pdf,0.0,20.0,0
3043,3703,业界文摘---当射频识别技术遇上刀具管理系统,2,2,0.5,0,2017/8/22 0:00,"射频,无线射频,无线射频技术",1108,118,1.0,pdf,0.0,15.0,0
3044,3710,ALT各版本标准差异介绍,2,2,0.0,0,2017/8/22 0:00,"ALT测试,测试流程,ALT",1057,118,1.0,pdf,0.0,13.0,0
3045,5654,Compare the hair dryer motor,2,2,0.0,0,2017/10/13 0:00,"电子组件,电机,电吹风,马达比较",881,118,1.0,mp4,139.0,0.0,0
3046,8433,"Intro to TensorFlow, Music Generation with RNNs【源代码】",2,3,0.0,0,2018/2/22 0:00,"MIT深度学习,深度学习",824,118,1.0,pdf,0.0,1.0,0
3047,6183,苹果电子书制作,2,8,0.0,0,2017/10/30 0:00,"苹果,电子书,制作,软件,模板",707,118,1.0,mp4,206.0,0.0,0
3048,4190,IE英雄勇闯科技岛,2,5,0.5,0,2017/9/1 0:00,"工业,宝石,安全,英雄,规范",533,118,1.0,mp4,781.0,0.0,0
3049,7369,大学英语（一）,2,4,5.0,0,2017/12/14 0:00,"文言文,阅读",442,118,5.0,mp4,2441.0,0.0,0
3050,12419,领导力素质模型培训--发展驱动,115,9,0.5,1,2019/5/22 9:58,"创新,专业能力",426,118,3.0,pdf,0.0,21.0,0
3051,13267,企业供应链物流管理（四）,152,2,0.5,1,2019/9/25 8:01,企业供应链物流管理四,420,118,1.0,mp4,1438.0,0.0,0
3052,10879,SMT&UF&LTS设备简介,179,2,2.0,1,2018/8/18 0:00,"专业技术,SMT",398,118,1.0,mp4,5529.0,0.0,0
3053,11963,精匠2018·旷视80寸新品一页纸,396,7,0.0,0,2019/3/7 16:03,"精匠旷视,80寸巨幕影院,新品一页纸",217,118,1.0,pdf,0.0,2.0,0
3054,9397,MMME067(3)夏普回娘家活动结案报告,2,7,0.5,0,2018/5/11 0:00,"夏普,活动",1346,117,1.0,pdf,0.0,18.0,0
3055,5748,人事代理介绍,2,1,1.0,0,2017/10/17 0:00,"户口,身份,档案",1232,117,1.0,mp4,3206.0,0.0,0
3056,5377,初级防水工基本技能培训,2,6,0.0,0,2017/9/30 0:00,"防水,设计,质量,工艺,合理,材料",695,117,5.0,mp4,299.0,0.0,0
3057,13461,网页开发工程师培训课程之Html5基础,2,3,11.5,0,2019/11/13 19:46,"Html,Html5,网页开发",583,117,18.0,pdf,0.0,18.0,0
3058,13196,工业工程IE管理（二）,152,2,1.0,1,2019/9/16 18:48,工业工程IE管理,487,117,1.0,mp4,3402.0,0.0,0
3059,10723,CNC常用代码讲解,291,2,0.5,1,2018/8/6 0:00,"G代码,M代码",471,117,1.0,pdf,0.0,25.0,0
3060,1474,SMT 钢板使用,2,2,0.0,0,2017/6/1 0:00,"SMT钢板的验收,钢板的包装运输,钢板的使用,钢板的存储,钢板使用与清洗",462,117,1.0,pdf,0.0,12.0,0
3061,13480,iDPBG 行政助理培训,179,9,1.0,0,2019/11/19 8:37,"考勤,加班,薪资,福利",432,117,2.0,pdf,0.0,30.0,0
3062,1633,SMT 锡膏检验项目及标准,2,2,1.0,0,2017/6/5 0:00,"SMT锡膏,SMT锡膏检验,SMT锡膏检验项目,SMT锡膏检验标准",415,117,1.0,pdf,0.0,48.0,0
3063,13566,《Negotiation skills with clients 》-视频,179,8,1.5,1,2019/11/29 10:27,"独家原创精品课程,丰富的英文授课经验,风趣的教学风格,留美硕士",408,117,1.0,mp4,4728.0,0.0,0
3064,5216,提高分析及改善问题能力,138,1,1.0,1,2017/9/26 0:00,"问题原因分析,纠正与预防措施",343,117,1.0,pdf,0.0,31.0,0
3065,13120,画中画操作步骤,396,7,0.0,0,2019/9/4 11:21,"画中画,操作步骤",175,117,1.0,mp4,113.0,0.0,0
3066,11219,电气控制系统图的绘制,205,5,1.5,0,2018/9/26 0:00,电气控制系统图的绘制,994,116,3.0,pdf,0.0,15.0,0
3067,6418,人工智能与大数据,213,3,12.5,0,2017/11/13 0:00,"人工智能,大数据,个人系统",887,116,11.0,pdf,0.0,33.0,0
3068,391,华为Mate8卖点及主图介绍,2,7,0.0,0,2017/5/23 0:00,"Mate8,Mate,华为,创新,高性能",863,116,1.0,pdf,0.0,8.0,0
3069,10154,4.1 Health Assessment,2,3,0.5,0,2018/7/4 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",734,116,1.0,mp4,340.0,0.0,0
3070,11439,铝挤材料知识介绍,205,5,1.0,1,2018/11/2 0:00,铝挤材料知识介绍,725,116,1.0,pdf,0.0,32.0,0
3071,523,SMT 无铅合金介绍,2,2,1.0,0,2017/5/23 0:00,"各种代替铅的元素 ,无铅合金焊锡的选择 ,SAC合金之隐患解析 ,无铅制程有关的试验",613,116,1.0,pdf,0.0,45.0,0
3072,4920,生活帮,2,8,10.0,0,2017/9/16 0:00,"食品添加剂,汽车遇水,计算机辐射,KTV,防晒,污染",456,116,20.0,mp4,587.0,0.0,0
3073,7845,成本的分类,380,1,1.0,0,2018/1/10 0:00,"成本,投入与产出,财务,工程成本",758,115,2.0,mp4,719.0,0.0,0
3074,403,华为P9卖点及主图介绍,2,7,0.0,0,2017/5/23 0:00,"华为,P9,P,9,像素",728,115,1.0,pdf,0.0,10.0,0
3075,4386,生产费用归集与核算,2,1,5.5,0,2017/9/6 0:00,"生产费用,待摊费用,预提费用,归集,分配,损失计算",709,115,6.0,mp4,1836.0,0.0,0
3076,7235,采购与供应管理,2,4,2.5,0,2017/12/14 0:00,"铁碳合金,碳素钢,钢的热处理,合金钢,铸铁",645,115,2.0,mp4,1841.0,0.0,0
3077,772,夏普无水锅价值,2,7,0.0,0,2017/5/25 0:00,"夏普,无水锅,价值,HEALSLO,销售",576,115,1.0,pdf,0.0,8.0,0
3078,10997,问题发现与解决,179,5,0.5,1,2018/8/25 0:00,"专业技术类,问题发现解决",517,115,1.0,mp4,1461.0,0.0,0
3079,9626,QCC活动,276,1,3.0,0,2018/6/4 0:00,线级课程培育,442,115,8.0,pdf,0.0,45.0,0
3080,13270,企业供应链物流管理（七）,152,2,0.5,1,2019/9/25 8:59,企业供应链物流管理七,386,115,1.0,mp4,1538.0,0.0,0
3081,13269,企业供应链物流管理（六）,152,2,0.5,1,2019/9/25 8:47,企业供应链物流管理六,385,115,1.0,mp4,1612.0,0.0,0
3082,13925,自働化,2,1,0.5,1,2020/2/25 11:43,"IE,自动化,改善",267,115,1.0,mp4,446.0,0.0,0
3083,13893,电气安全,2,1,0.5,0,2020/2/22 16:37,"电气,安全",264,115,1.0,mp4,471.0,0.0,0
3084,11778,CES_2019彩电展区新品速递,396,7,0.5,0,2019/1/14 14:17,"技术风向标,新品速递,CES 2019",224,115,1.0,pdf,0.0,24.0,0
3085,7021,项目时间管理,334,5,2.0,1,2017/12/11 0:00,"职场提升,项目管理,项目计划,时间管理,项目,项目控制",2322,114,7.0,mp4,238.0,0.0,0
3086,10253,4.7 Exercise - Health Assessment,2,3,0.5,0,2018/7/5 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",778,114,1.0,mp4,488.0,0.0,0
3087,3661,恒湿机操作规范（庆声）,2,2,0.5,0,2017/8/22 0:00,"师级干部,恒湿机,目的,操作,规范,维护",715,114,1.0,pdf,0.0,20.0,0
3088,944,SMT Fine pitch贴装注意事项,2,2,1.0,0,2017/5/27 0:00,"0201组件贴装注意事项,01005组件贴装注意事项,SOP组件贴装注意事项,QFP组件贴装注意事项,LLP组件贴装注意事项,CSP组件贴装注意事项",428,114,1.0,pdf,0.0,35.0,0
3089,2818,资安规范,141,1,0.5,0,2017/7/27 0:00,"资安规范,菁干班",423,114,1.0,pdf,0.0,22.0,0
3090,4508,高潮不可不知的十点,2,8,0.5,0,2017/9/9 0:00,"性,高潮,情感,TED",336,114,1.0,mp4,1030.0,0.0,0
3091,12652,《工业互联网专业之机器学习》,40,3,2.0,0,2019/6/19 17:02,"工业互联网,机器学习,大数据,深度学习,人工智能趋势",332,114,2.0,pdf,0.0,54.0,0
3092,4265,关键路径法,2,1,0.5,0,2017/9/4 0:00,"路径法,数学,网络图,CPM",1222,113,1.0,mp4,736.0,0.0,0
3093,4296,干扰因子处理方法,2,1,1.0,0,2017/9/5 0:00,"干扰,干扰因子,恒定,随机化,设计,群组化",1034,113,1.0,mp4,2337.0,0.0,0
3094,11984,工业互联网平台及4T介绍,40,3,0.5,0,2019/3/14 16:10,工业互联网平台及4T介绍,589,113,1.0,pdf,0.0,28.0,0
3095,10983,标准流程图,179,1,1.5,1,2018/8/24 0:00,"专业技术类,标准流程图",501,113,1.0,mp4,3767.0,0.0,0
3096,13591,工业4.0物流追踪-RFID无线射频技术及应用,2,3,1.0,0,2019/12/5 13:43,"RFID,工业传感器,识别,工业4.0,追踪,无线射频技术",492,113,1.0,pdf,0.0,31.0,0
3097,13203,工业工程IE管理（九）,152,2,0.5,1,2019/9/17 8:52,工业工程IE管理九,463,113,1.0,mp4,1684.0,0.0,0
3098,7291,英汉翻译,2,4,21.0,0,2017/12/14 0:00,"psychology,born to win,emotion and health,translation ,psychology in our ,emotion",386,113,25.0,mp4,342.0,0.0,0
3099,11642,匠人精神,276,9,1.0,0,2018/12/12 9:08,匠人精神,348,113,1.0,mp4,3452.0,0.0,0
3100,7047,结构化思维,334,5,1.0,1,2017/12/11 0:00,"职场提升,个人管理,逻辑思维,结构化思维,惯性思维,水平思维",1975,112,8.0,mp4,118.0,0.0,0
3101,6899,直击面试实录,334,1,2.5,1,2017/12/6 0:00,"工厂管理,人力资源,面试,应聘,找工作",1489,112,8.0,mp4,368.0,0.0,0
3102,12447,B 目标管理好上手（拟晋升组长）,179,1,1.5,1,2019/5/25 9:14,"目标管理,步骤方法",584,112,1.0,mp4,4591.0,0.0,0
3103,824,索尼ILCE-6000L微单套机,2,7,0.0,0,2017/5/26 0:00,"索尼,微单套机,ILCE-6000L,ILCE,SONY,sony",516,112,1.0,pdf,0.0,8.0,0
3104,13496,图像辨识,2,3,4.5,0,2019/11/21 10:48,"人工智能,图像辨识,大数据-,工业互联网,数据分析",488,112,5.0,mp4,2452.0,0.0,0
3105,11678,第三季度终端之声,396,7,1.0,0,2018/12/15 10:00,"终端之声,第三季度",250,112,1.0,pdf,0.0,51.0,0
3106,8427,数字逻辑,2,9,6.0,0,2018/2/9 0:00,"数字,逻辑",678,111,5.0,mp4,3611.0,0.0,0
3107,7154,投资就是投人，商业计划书如何展现创始团队,322,5,0.5,0,2017/12/13 0:00,"核心团队,行业经历,全职,商业计划书",631,111,1.0,mp4,755.0,0.0,0
3108,2008,时间管理,213,5,2.0,1,2017/6/17 0:00,"个人系统研发技委会,笔记本研发技委会,专业课程,产品研发企划工程",619,111,1.0,mp4,6736.0,0.0,0
3109,11725,有效沟通与团队协作,294,1,1.0,0,2019/1/2 15:34,沟通,541,111,1.0,pdf,0.0,46.0,0
3110,1046,戴尔（Dell）Ins14PD-2548B 14英寸笔记本电脑 I5-4210H 4GB 500GB,2,7,0.0,0,2017/5/27 0:00,"戴尔,Dell,笔记本,电脑,超强性能",468,111,1.0,pdf,0.0,10.0,0
3111,2353,天虎电视搜索模拟和数字信号方法,2,7,0.0,0,2017/7/12 0:00,"模拟电视,数字电视,天虎,信号,夏普",468,111,1.0,mp4,107.0,0.0,0
3112,4892,平板教育  珍爱地球(中文版),2,1,0.0,0,2017/9/16 0:00,"地球,树木,污染,环保节能,平板",444,111,1.0,mp4,87.0,0.0,0
3113,7391,红眼病预防,138,1,0.0,1,2017/12/6 0:00,"安全类,三级安全",404,111,1.0,pdf,0.0,6.0,0
3114,13317,安全隐患直击（二）,152,9,1.5,1,2019/9/27 16:41,安全隐患直击（二）,394,111,1.0,mp4,3863.0,0.0,0
3115,5050,警世钟之欲,2,5,0.0,0,2017/9/21 0:00,"警世钟,盗窃,机密,法律,经济,欲望",388,111,1.0,mp4,223.0,0.0,0
3116,9291,微信的力量,117,3,6.0,0,2018/5/4 0:00,微信的力量,380,111,1.0,pdf,0.0,342.0,0
3117,7195,8D-利用团队解决问题,138,1,1.0,1,2017/12/14 0:00,"8D Report,利用团队解决问题",352,111,1.0,pdf,0.0,39.0,0
3118,9603,人因工程,276,1,1.0,0,2018/6/4 0:00,线级课程培育,313,111,1.0,pdf,0.0,48.0,0
3119,12809,《深度工作》,179,1,0.0,1,2019/7/16 10:24,电子书,1025,110,1.0,pdf,0.0,0.0,0
3120,5713,工管系统与电子产品设计流程介绍,2,1,3.0,0,2017/10/16 0:00,"工管,系统,流程",958,110,3.0,mp4,2957.0,0.0,0
3121,11164,常用电器元件,205,5,2.0,0,2018/9/14 0:00,常用电器元件,932,110,1.0,pdf,0.0,118.0,0
3122,7081,想了解智能生产管理，这七个部分最关键,322,1,0.5,0,2017/12/12 0:00,"智能生产,绩效指标,管理系统",930,110,1.0,mp4,852.0,0.0,0
3123,12042,5G在工业互联网中的应用,2,1,2.0,0,2019/3/28 17:20,"5G,工业互联网",549,110,4.0,mp4,1050.0,0.0,0
3124,13198,工业工程IE管理(四),152,2,1.0,1,2019/9/16 19:02,工业工程IE管理四,441,110,1.0,mp4,3411.0,0.0,0
3125,7241,大学英语I,2,4,5.5,0,2017/12/14 0:00,"learing,friendship,language,sports,life,happiness",438,110,9.0,mp4,3766.0,0.0,0
3126,10938,Super Flex 制程介绍,179,5,2.0,1,2018/8/21 0:00,"专业技术类,Super Flex",406,110,1.0,mp4,6511.0,0.0,0
3127,3828,XML Schema 概论及实作,2,5,3.0,0,2017/8/26 0:00,"XML Schema,XML Schema概论,XML Schema编码实例,XML Schema编码工具",403,110,4.0,mp4,2387.0,0.0,0
3128,1482,SMT钢板开孔案例分析,2,2,1.0,0,2017/6/1 0:00,"G/C钢板开孔设计规范,无延伸脚类零件钢板基本规范,有延伸脚类零件钢板基本规范,BGA类钢板基本规范,Thorugh hole零件钢板基本规范",379,110,1.0,pdf,0.0,42.0,0
3129,5220,QC七大手法之特性要因图解读,138,1,0.5,1,2017/9/26 0:00,"QC七大手法,特性要因图",364,110,1.0,pdf,0.0,16.0,0
3130,2815,普法知识,141,1,0.5,0,2017/7/27 0:00,"菁干班,12普法知识",334,110,1.0,pdf,0.0,25.0,0
3131,6647,产品安全一级教育,291,1,1.0,1,2017/11/27 0:00,"门禁,监控,安保区,保密",310,110,1.0,pdf,0.0,32.0,0
3132,4937,曾子杀猪,2,8,0.0,0,2017/9/19 0:00,"学习知识,听取教诲,杀猪,撒谎,言而有信,诚实待",288,110,1.0,mp4,156.0,0.0,0
3133,1044,美的（Midea）MB-FD409,2,7,0.0,0,2017/5/27 0:00,美的 Midea 智能 电饭煲 产品,260,110,,,,,0
3134,7376,冲压工艺及模具设计,2,4,3.0,0,2017/12/14 0:00,"冲压,材料成形,机械性能",741,109,4.0,mp4,130.0,0.0,0
3135,10255,5.5 Exercise - Health Diagnosis,2,3,0.0,0,2018/7/5 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",686,109,1.0,mp4,253.0,0.0,0
3136,11845,iphone手机通讯基础,179,5,2.0,1,2019/1/24 0:00,"手机,通讯,iphone",675,109,1.0,mp4,6482.0,0.0,0
3137,10133,1.1 Methodology and Technology,2,3,1.0,0,2018/7/3 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",626,109,1.0,mp4,2429.0,0.0,0
3138,13199,工业工程IE管理（五）,152,2,1.0,1,2019/9/16 19:09,工业工程IE管理五,444,109,1.0,mp4,3409.0,0.0,0
3139,9766,IE改善意识及专业技术,276,1,1.0,0,2018/6/8 0:00,储备干部培育,417,109,1.0,pdf,0.0,36.0,0
3140,13202,工业工程IE管理(八）,152,2,0.5,1,2019/9/16 19:26,工业工程IE管理八,411,109,1.0,mp4,1437.0,0.0,0
3141,2985,SMT 无铅检验标准,2,2,0.5,0,2017/7/31 0:00,"PTH的外观检验标准,SMT的外观检验标准,SMT无铅,SMT无铅检验标准",407,109,1.0,pdf,0.0,28.0,0
3142,12797,员工胜任素质模型搭建,179,5,1.0,1,2019/7/15 0:00,"胜任力,人力资源,专业技术",353,109,1.0,mp4,2135.0,0.0,0
3143,12849,《读书的力量》-2,179,1,0.5,1,2019/7/18 14:19,视频,337,109,1.0,mp4,1500.0,0.0,0
3144,9618,现场管理实务,276,1,0.5,0,2018/6/4 0:00,线级课程培育,331,109,1.0,pdf,0.0,29.0,0
3145,12855,《读书的力量》-4,179,1,0.5,1,2019/7/18 15:45,视频,321,109,1.0,mp4,1500.0,0.0,0
3146,13119,果果投屏操作步骤,396,7,0.0,0,2019/9/4 11:15,"果果投屏,操作步骤",188,109,1.0,mp4,73.0,0.0,0
